,name,title,company_ticker,source
35045,David Anthony Stead,Senior Independent Non-Executive Director,WINEW,investing
35046,Paul Gerald Bentham,Independent Non-Executive Director,GUS,investing
35047,Patrick J. Magee,Non-Executive Director,IBT,investing
35048,Fabien Zoulim,Member of Scientific Advisory Board,TRNG,investing
35049,Duncan Budge,Director,MHN,investing
35050,Vladislav Sandler,"Co-Founder, CEO & Director",HEMO,investing
35051,Andre Schnabl,Senior Independent Director,MYXM,investing
35052,Katrina Jane Cliffe,Independent Non-Executive Director,WINEW,investing
35053,Jonathan David Pollard,"COO, Chief Vineyard Manager & Director",GUS,investing
35054,John Mansfield,Co-Founder & Chairman Emeritus,MYXM,investing
35055,S. H. Sjoerd Van Der Burg,Member of Scientific Advisory Board,TRNG,investing
35056,Peter Redmond,Independent Non-Executive Director,HEMO,investing
35057,Darryl Graham Andrew Rawlings,Independent Non-Executive Chairman,WINEW,investing
35058,Matthew David Clapp,Independent Non-Executive Director,GUS,investing
35059,Koen Van Besien,Clinical Advisor,HEMO,investing
35060,John J. Nemunaitis,Member of Scientific Advisory Board,TRNG,investing
35061,Stephen Burns,CEO & Non-Independent Executive Director,BOWL,investing
35062,James Norwich Arbuthnot,Independent Non-Executive Director,GUS,investing
35063,Christopher Wilks,Independent Non-Executive Director,KMK,investing
35064,Marc Feldmann,Independent Chairman & Chairman of Advisory Board,HEMO,investing
35065,Laurence Keen,CFO & Non-Independent Executive Director,BOWL,investing
35066,Charles Edward Holland,"CEO, Chief Winemaker & Director",GUS,investing
35067,Albertus Beumer,COO & Executive Director,KMK,investing
35068,H. Michael Shepard,Member of Scientific Advisory Board,HEMO,investing
35069,Peter A. Boddy,Non-Executive Chairman,BOWL,investing
35070,Arnab Basu,CEO & Executive Director,KMK,investing
35071,James Ormonde,Non-Executive Chairman,GUS,investing
35072,Alexander Tarakhovsky,Scientific Advisor,HEMO,investing
35073,Claire Tiney,Independent Non-Executive Director,BOWL,investing
35074,Clive Peter Whiley,Non-Executive Chairman,MTC,investing
35075,Rakesh Sharma,Non-Executive Chairman,KMK,investing
35076,Michael Anthony Keyes Paul,Non-Executive Independent Deputy Chairman,GUS,investing
35077,Nicholas P Backhouse,Senior Independent Non-Executive Director,BOWL,investing
35078,Alexis M. Sandler,Independent Co-Founder & Non-Executive Director,HEMO,investing
35079,Lawrence Henry Neil Kinet,Independent Non-Executive Director,KMK,investing
35080,Mark Newton-Jones,Non-Executive Director,MTC,investing
35081,John Burnell Roper,Independent Non-Executive Director,RIICi,investing
35082,Ivan Schofield,Independent Non-Executive Director,BOWL,investing
35083,Brian Keith McMaster,Senior Independent Director,ARCMA,investing
35084,Jerel Heath Whittingham,Independent Non-Executive Director,KMK,investing
35085,Caleb Amos Mulenga,Non-Executive Director,ARCMA,investing
35086,Gillian D. C. Kent,Independent Non-Executive Director,MTC,investing
35087,Nicholas Kurt von Schirnding,Executive Chairman,ARCMA,investing
35088,Remy Jaime Jacques-Henri Welschinger,Finance Director & Executive Director,ARCMA,investing
35089,Andrew Cook,CFO & Director,MTC,investing
35090,Melanie Dickinson,Chief People Officer & Executive Director,BOWL,investing
35091,Simon John Bradley Knott,"CEO, Investment Director & Executive Director",RIICi,investing
35092,Paul N. Farquhar,"CFO, Company Secretary & Director",KMK,investing
35093,Valentine Chitalu,Non-Executive Director,ARCMA,investing
35094,Simon Wilson,CFO & Executive Director,RIV,investing
35095,Brian Small,Independent Non Executive Director,MTC,investing
35096,David M. Best,Independent Non-Executive Director,RIICi,investing
35097,David John Macfarlane,Non-Executive Chairman,JZCP,investing
35098,Christine Adshead,Independent Non-Executive Director,UPGS,investing
35099,John Pennington Smith,Chairman & COO,SHOE,investing
35100,Octavia K. Morley,Senior Independent Director,MARS,investing
35101,Charles Dawson Buck,Non-Executive Chairman,PXSL,investing
35102,Richard Andrew Fitzalan Howard,Independent Non-Executive Director,JMI,investing
35103,Jonathan Donald Sherlock Dawson,Chairman,RIV,investing
35104,David M. Bramwell,Independent Non-Executive Chairman,RIICi,investing
35105,James John McCarthy,Independent Non-Executive Chairman,UPGS,investing
35106,Christopher Waldron,Non-Executive Independent Director,JZCP,investing
35107,William John Rucker,Independent Chairman,MARS,investing
35108,Niamh Ann O’Kennedy,"Chief Scientific Officer, Member of Scientific Advisory Board & Executive Director",PXSL,investing
35109,Terry Boot,Finance Director & Director,SHOE,investing
35110,Michael Francis Quicke,Chairman,JMI,investing
35111,James Barham,Group CEO & Executive Director,RIV,investing
35112,Andrew J. Hosty,Independent Non-Executive Director,RIICi,investing
35113,Simon A. Showman,CEO & Executive Director,UPGS,investing
35114,E. Matthew G. Roberts,Independent Non-Executive Director,MARS,investing
35115,Gordon James Humphries,Director,JMI,investing
35116,Frederic Boned,Non-Executive Director,PXSL,investing
35117,David W. Zalaznick,Founder & Investment Advisor,JZCP,investing
35118,Martin James Gilbert,Deputy Chairman,RIV,investing
35119,Andrew J. Gossage,MD & Executive Director,UPGS,investing
35120,Ralph Graham Findlay,CEO & Executive Director,MARS,investing
35121,Frances Davies,Independent Non-Executive Director,JMI,investing
35122,Asim K. Duttaroy,Consultant & Member of Scientific Advisory Board,PXSL,investing
35123,Victoria J. Norrish,Non-Executive Director,SHOE,investing
35124,Angela Doreen Crawford-Ingle,Senior Independent Non-Executive Director,RIV,investing
35125,James Edward Jordan,Non-Executive Independent Director,JZCP,investing
35126,Jill Easterbrook,Independent Non-Executive Director,UPGS,investing
35127,Bridget Lea,Independent Non-Executive Director,MARS,investing
35128,Andrew Stephen Robson,Independent Non-Executive Director,JMI,investing
35129,Ian Ford,"CEO, CFO, Company Secretary & Executive Director",PXSL,investing
35130,Miriam Valerie Greenwood,Independent Non-Executive Director,RIV,investing
35131,Robbie Ian Bell,Independent Non-Executive Director,UPGS,investing
35132,Hayleigh Lupino,CFO & Director,MARS,investing
35133,Andrew Michael Impey,Independent Non-Executive Director,JMI,investing
35134,Anthony Edward Pennington Smith,CEO & Executive Director,SHOE,investing
35135,Tanja A. Tibaldi,Non-Executive Independent Director,JZCP,investing
35136,John Misselbrook,Independent Non-Executive Director,RIV,investing
35137,Jeremy John Martin,Independent Non Executive Chairman,ZNWD,investing
35138,Alan Rigby,Senior Independent Non-Executive Director,UPGS,investing
35139,Andrew A. Andrea,CEO & Executive Director,MARS,investing
35140,Sharon Parr,Director,JZCP,investing
35141,Malcolm J. Collins,Independent Non-Executive Director,SHOE,investing
35142,Graham P. Screawn,"CFO, Company Secretary, Finance Director & Executive Director",UPGS,investing
35143,Graham Maxwell Brown,Independent Non-Executive Director,ZNWD,investing
35144,Peter Anthony Secker,Non Executive Director,ZNWD,investing
35145,Daniel Rueckert,Co-Founder & Member of Scientific Advisory Board,IXI,investing
35146,Grant Nash,"CFO, Company Secretary & Executive Director",IXI,investing
35147,Ashley C. Paxton,Director,JZCP,investing
35148,John Bradshaw,Independent Non-Executive Director,IXI,investing
35149,Charles Alexander Evan Spicer,Non-Executive Chairman,IXI,investing
35150,David Hawkes,Co-Founder & Member of Scientific Advisory Board,IXI,investing
35151,Giulio Cerroni,CEO & Director,IXI,investing
35152,Joseph Hajnal,Co-Founder & Member of Scientific Advisory Board,IXI,investing
35153,Anton Du Plessis,CEO & Director,ZNWD,investing
35154,Mark Robert Warne,Senior Independent Director,IXI,investing
35155,Osman Cherif Rifaat,"CFO, Secretary & Director",ZNWD,investing
35156,P. A. M. van Bommel,Member of Supervisory Board,NEDP,investing
35157,Nigel L. Pickett,"Co-Founder, CTO & Executive Director",NANON,investing
35158,Cecilia A. McAnulty,Non-Executive Director,NTV,investing
35159,Margot A. Scheltema,Independent Member of Supervisory Board,NEDP,investing
35160,Brian Thomas Tenner,CEO & Executive Director,NANON,investing
35161,Alastair Macbeth Conn,Non-Executive Director,NTV,investing
35162,Ruben M. Wegman,"Chairman of Management Board, CEO & Director",NEDP,investing
35163,Terry Miller,Senior Independent Non-Executive Director,GFRD,investing
35164,Christopher G. J. Richards,Independent Non-Executive Chairman,NANON,investing
35165,David P. A. Gravells,Chairman,NTV,investing
35166,D. van der Sluijs,"CFO, Member of Management Board & Director",NEDP,investing
35167,Peter J. Ventress,Independent Non-Executive Chairman,GFRD,investing
35168,Simon Devonshire,Non-Executive Director,NTV,investing
35169,Alison Margaret Fielding,Non-Executive Senior Independent Director,NANON,investing
35170,Gavin Slark,Independent Non-Executive Director,GFRD,investing
35171,Frank Leslie George Neale,Non-Executive Director,NTV,investing
35172,Christopher Michael Batterham,Independent Non Executive Director,NANON,investing
35173,J. M. L. van Engelen,Independent Supervisory Board Vice Chairman,NEDP,investing
35174,Philip Luke Fabian French,Independent Non-Executive Director,LTHM,investing
35175,Bill Hocking,"Chairman of Executive Board, CEO & Executive Director",GFRD,investing
35176,Jonathan Arnold Salomon,Executive Chairman,OEX,investing
35177,Nicholas Charles Latham,Independent Chairman,LTHM,investing
35178,Liam Gray,"CFO, Company Secretary & Director",NANON,investing
35179,David Michael Alexander Bullen,CEO & Director,KINO,investing
35180,G. F. Kolff,Independent Chairman of Supervisory Board,NEDP,investing
35181,Sangita Vadilal-Manilal Shah,Independent Non Executive Chair,KINO,investing
35182,Yoav Keren,CEO & Director,BRSD,investing
35183,David Anthony Guest,Independent Non Executive Director,KINO,investing
35184,Maria-Luisa Cassoni,Independent Non-Executive Director,GFRD,investing
35185,Clive Jonathan Lovett,Group Finance Director & Director,KINO,investing
35186,Vivian P. Bazalgette,Non-Executive Director,BUT,investing
35187,Alistair A. Mackintosh,Independent Non-Executive Director,ADIG,investing
35188,Caroline Mary Tolhurst,Independent Non Executive Director,KINO,investing
35189,David A. Dunmow,"Finance Director, Company Secretary & Executive Director",LTHM,investing
35190,Mark Graham Bolton,Non-Executive Director,OEX,investing
35191,M. Pijnenborg,Supervisory Board Member,NEDP,investing
35192,Henry Arthur John Turcan,Non-Executive Director,NANON,investing
35193,Harel Kodesh,Non-Executive Director,BRSD,investing
35194,Andrew Duxbury,"Finance Director, Member of Executive Board & Executive Director",GFRD,investing
35195,James Edward Sharp,Non-Executive Director,BUT,investing
35196,Ian S. M. Russell,Non-Executive Director,ADIG,investing
35197,Paula Elizabeth Kerrigan,Independent Non-Executive Director,LTHM,investing
35198,Peter Heinz Schwarz,Independent Non-Executive Director,OEX,investing
35199,Azriel Moscovici,Independent Non-Executive Chairman,BRSD,investing
35200,James Glynn West,Senior Independent Director,ADIG,investing
35201,Peter Maynard,Non Executive Director,BUT,investing
35202,Andrew George Wright,MD & Executive Director,LTHM,investing
35203,John Browne,Chairman,WNWD,investing
35204,Paul Haywood,Independent Non-Executive Director,OEX,investing
35205,Yuval Zantkeren,"Co-CEO, CTO & Director",BRSD,investing
35206,Ian Edward Barlow,Non-Executive Director,BUT,investing
35207,Lynn C. Ruddick,Non Executive Director,ADIG,investing
35208,Piers Francis Latham,Executive Director,LTHM,investing
35209,Edmund John Philip Browne,Non-Executive Chairman,WNWD,investing
35210,Roland Wessel,CEO & Director,OEX,investing
35211,Ravit Freedman,CFO & Director,BRSD,investing
35212,Keith Edward Percy,Chairman,BUT,investing
35213,James M. Long,Chairman,ADIG,investing
35214,John Edward Taylor,Independent Non-Executive Director,BRSD,investing
35215,Kevin David Brundish,"Founder, CEO & Director",AMTE,investing
35216,James Baldridge Broderick,Independent Director,SBSI,investing
35217,Amanda J. Aldridge,Non-Executive Director,BUT,investing
35218,David William Morgan,Independent Non-Executive Chairman of the Board,AMTE,investing
35219,Adam Colton Park,Non-Executive Director,AMTE,investing
35220,Douglas Alexander Benzie,Group CFO & Director,BARKT,investing
35221,Jeremy Anthony Simon Sparrow,Independent Non-Executive Director,BARKT,investing
35222,Alyson Margaret Levett,Independent Non-Executive Director,AMTE,investing
35223,Rupert Michael Fraser,"Group MD, CEO & Director",BARKT,investing
35224,Matthew Graham Wood,Non-Executive Director,BARKT,investing
35225,Jonathan Warburton,Independent Non-Executive Director,BARKT,investing
35226,Charles Edward Dickson,Executive Chairman,BARKT,investing
35227,James Graham Hobson,CFO & Director,AMTE,investing
35228,Viscount Thurso PC,Senior Independent Director,AMTE,investing
35229,George Barnett Burnett,Chairman,HENT,investing
35230,Michael Christie,Non-Executive Director,OPTIO,investing
35231,Christopher Philip Hills,Director,HENT,investing
35232,Panicos Nicolaou,CEO & Executive Director,BOCH,investing
35233,Adam d'Arcy Thomas Westcott,Director,AMTE,investing
35234,Sofia Kolyda,Director of Research & Development and Executive Director,OPTIO,investing
35235,Frances Margaret Catherine Daley,Non-Executive Director,HENT,investing
35236,Timothy Neil Davies,Group CFO & Director,HSD,investing
35237,Gareth Davis,Independent Non-Executive Chairman,SAA,investing
35238,Efstratios-Georgios A. Arapoglou,Independent Chairman,BOCH,investing
35239,Christopher David Brinsmead,Non-Executive Director,OPTIO,investing
35240,Peter N. J. May,Independent Director,HENT,investing
35241,Philip Bruce Kay,Independent Non-Executive Director,HSD,investing
35242,Ian Thomas Mattioli,Non-Executive Chairman,K3C,investing
35243,Louise Jackson,Independent Non-Executive Director,SAA,investing
35244,Lyn Grobler,Independent Vice-Chairperson,BOCH,investing
35245,Tim Spector,Member of Scientific Advisory Group,OPTIO,investing
35246,Marc Andre Lorin Polonsky,Non-Executive Director,HSD,investing
35247,Malcolm Robert King,Non-Executive Director,HENT,investing
35248,William Martin Robinson,Senior Independent Director,K3C,investing
35249,Lisa Jane Gordon,Senior Independent Non-Executive Director,SAA,investing
35250,Stefan Leon Borson,"Group CEO, Company Secretary & Executive Director",WTGW,investing
35251,Rene Kamminga,CEO of Functional Fibres & Director,OPTIO,investing
35252,Dmitry Viktorovich Korzhev,Non-Executive Director,OKEYq,investing
35253,Michael Heger,Independent Non-Executive Director,BOCH,investing
35254,Jose Ribeiro,Senior Independent Director,HSD,investing
35255,Charlotte Alexandra Stranner,Independent Non-Executive Director,K3C,investing
35256,Michael Right Howard,Independent Senior Non-Executive Director,WTGW,investing
35257,Vinodka Murria,Non-Executive Deputy Chairman of the Board,SAA,investing
35258,Peter Anthony Jones,Non-Executive Director,HENT,investing
35259,Stephen Patrick O'Hara,"Founder, CEO & Executive Director",OPTIO,investing
35260,Paula N. Hadjisotiriou,Independent Non-Executive Director,BOCH,investing
35261,David J. G. Peach,Independent Non-Executive Director,HSD,investing
35262,Anthony John Ford,Executive Vice Chairman,K3C,investing
35263,Richard Stanley Rose,Independent Non-Executive Chairman,WTGW,investing
35264,Colin R. Jones,Independent Non-Executive Director,SAA,investing
35265,Boris Volchek,Non-Executive Director,OKEYq,investing
35266,Neil Davidson,Non-Executive Chairman,OPTIO,investing
35267,Eliza Livadiotou,Executive Director of Finance & Executive Director,BOCH,investing
35268,Graeme M. Easton,Independent Non-Executive Chairman of the Board,HSD,investing
35269,Andrew R. Melbourne,"CFO, Company Secretary & Executive Director",K3C,investing
35270,David Young,Independent Non-Executive Director,WTGW,investing
35271,Dmitry Troitskiy,Non-Executive Director,OKEYq,investing
35272,Moray MacLennan,CEO & Executive Director,SAA,investing
35273,Matthew I. Shaw,Independent Non-Executive Director,ARB,investing
35274,Stephen William Hammond,Non-Executive Director,OPTIO,investing
35275,Maksim Goldman,Non-Executive Director,BOCH,investing
35276,Mark Anthony McGeough,Independent Non-Executive Director,THRL,investing
35277,Graham Sheward,Group CEO & Executive Director,HSD,investing
35278,John S. Rigby,CEO & Executive Director,K3C,investing
35279,Maneck Minoo Kalifa,CFO & Executive Director,SAA,investing
35280,Stephen William Broughton,Member of Strategy & Integration Advisory Board,WTGW,investing
35281,Heigo Kera,Group Chairman,OKEYq,investing
35282,Lyn Dafydd Rees,CEO & Director,YGEN,investing
35283,Sarah Gow,Independent Non-Executive Director,ARB,investing
35284,Maria Philippou,Independent Non-Executive Director,BOCH,investing
35285,Mark Roderick Potter,Non-Executive Chairman,THRL,investing
35286,Stuart Lees,Independent Non-Executive Director,K3C,investing
35287,Mykola Buinyckyi,Independent Director,OKEYq,investing
35288,Paul Stanley,Member of Strategy & Integration Advisory Board,WTGW,investing
35289,Nicolaos Sofianos,Independent Director,BOCH,investing
35290,Colleen Sullivan,Independent Non-Executive Director,ARB,investing
35291,Carl Stuart Jackson,Executive Director,K3C,investing
35292,Dietmar Exler,Senior Independent Director,PDG,investing
35293,Nicole Galloway Warland,MD & Director,THRL,investing
35294,Adam Reynolds,Independent Non-Executive Chairman,YGEN,investing
35295,Arne Sten Berggren,Independent Non-Executive Director,BOCH,investing
35296,Peter G. Wall,CEO & Interim Chairman,ARB,investing
35297,Brian Small,Independent Non-Executive Director,PDG,investing
35298,Alastair Raoul Clayton,Non-Executive Director,THRL,investing
35299,Stephen Little,Non-Executive Vice Chairman,YGEN,investing
35300,Maria Perella,Independent Non-Executive Director,ARB,investing
35301,Stephen Frank Ronaldson,Joint Company Secretary,THRL,investing
35302,Martin S. Casha,COO & Executive Director,PDG,investing
35303,Ioannis Zographakis,Senior Independent Director,BOCH,investing
35304,Nicholas Mustoe,Independent Non-Executive Director,YGEN,investing
35305,Alex Appleton,"CFO, Principal Financial Officer & Executive Director",ARB,investing
35306,Mark S. Willis,CFO & Director,PDG,investing
35307,Constantine P. Iordanou,Non-Executive Director,BOCH,investing
35308,Ian Francis Filby,Non-Executive Chairman,PDG,investing
35309,Hayden William Jeffreys,COO & Director,YGEN,investing
35310,Michael D. Wright,Independent Non-Executive Director,PDG,investing
35311,Nikki Flanders,Independent Non-Executive Director,PDG,investing
35312,Barry Hextall,"CFO, Secretary & Executive Director",YGEN,investing
35313,David Michael Page,Executive Chairman,FULH,investing
35314,William R. Berman,CEO & Director,PDG,investing
35315,John Robert Brown,Senior Independent Non-Executive Director,YGEN,investing
35316,Desmond Anthony Lalith Gunewardena,Independent Non-Executive Director,FULH,investing
35317,Douglas William Brodie Good,"CEO, Technical Director & Executive Director",UFO,investing
35318,Martin Andrew Chapman,Independent Non-Executive Director,FULH,investing
35319,Jonathan Seaton,Non-Executive Director,YGEN,investing
35320,Mark Christian Culbert,Independent Non-Executive Director,UFO,investing
35321,Daniel John-Edward-Alexander-Durston Smith,Non-Executive Independent Chairman,UFO,investing
35322,Jonathan Battershill,Non-Executive Director,UFO,investing
35323,Nicholas Chi Wai Wong,Finance Director & Executive Director,FULH,investing
35324,William James Trew,Non-Executive Chairman,GRL,investing
35325,Stefan Leon Borson,"Group CEO, Company Secretary & Executive Director",WTGW,investing
35326,Jonathan Ronald-Lucien Bridel,Non-Executive Director,FA17,investing
35327,Jonathan Hook,Independent Non-Executive Director,CTO,investing
35328,Nabil Ayad Gerges Mankarious,MD & Executive Director,FULH,investing
35329,Joanne Mason,Chief Scientific Officer & Director,YGEN,investing
35330,Emma Kinder Priestly,CEO & Executive Director,GRL,investing
35331,Michael Right Howard,Independent Senior Non-Executive Director,WTGW,investing
35332,Peter Maskell,Senior Non-Executive Independent Director,CTO,investing
35333,Nicholas John Donaldson,Company Secretary & Executive Director,FULH,investing
35334,"Chia-Han Chang, Chan",Chief Entrepreneur & Director,YGEN,investing
35335,Barbara J. Moorhouse,Senior Independent Non-Executive Director,MGPM,investing
35336,Richard Stanley Rose,Independent Non-Executive Chairman,WTGW,investing
35337,Richard Vaughan Lindsay Wilkins,Independent Non-Executive Director,GRL,investing
35338,Iain C. McCusker,Chairman of the Board,CTO,investing
35339,Junaid Bajwa,Independent Non-Executive Director,MGPM,investing
35340,David Young,Independent Non-Executive Director,WTGW,investing
35341,Trevor Mitchell,"Member of Group Management Board, Group Finance Director, Company Secretary & Executive Director",CTO,investing
35342,Angela Diala List,Non-Executive Director,GRL,investing
35343,Gordon Roy Davis,Independent Chairman,MGPM,investing
35344,Stephen William Broughton,Member of Strategy & Integration Advisory Board,WTGW,investing
35345,Mark Lawrence,"Member of Group Management Board, Group CEO & Executive Director",CTO,investing
35346,Stuart Quin,Group CEO & Director,MGPM,investing
35347,Paul Stanley,Member of Strategy & Integration Advisory Board,WTGW,investing
35348,Michael C. Crowder,"Member of Group Management Board, Group MD & Executive Director",CTO,investing
35349,Orrie Fenn,Independent Non-Executive Director,GRL,investing
35350,Hugh Graham Cazalet Aldous,Chairman,DSM,investing
35351,Joanne Mary Easton,Independent Non-Executive Director,MGPM,investing
35352,Louise Dier,Independent Non-Executive Director,CTO,investing
35353,Nick Miller,Non-Executive Senior Independent Director,YNGt,investing
35354,William Dawkins,Independent Non-Executive Director,DSM,investing
35355,Neil A. Stothard,"Chief Executive, Group MD & Executive Director",VP,investing
35356,Richard Crispin Morgan Jones,"Group CFO, Company Secretary & Executive Director",MGPM,investing
35357,Ian Philip McHoul,Independent Non-Executive Director,YNGt,investing
35358,Andrew Griffiths,Non-executive director,DSM,investing
35359,Jeremy F. G. Pilkington,Executive Chairman,VP,investing
35360,Torquil Charles Florance Barrow Sligo-Young,Non-Executive Director,YNGt,investing
35361,Linda Kathryn Bell,Non-Executive Director,DSM,investing
35362,Philip Michael White,Independent Non-Executive Director,VP,investing
35363,Derek Bulmer,CFO & Director,TGPT,investing
35364,Pankaj Jain,Alternate Director,NOGN,investing
35365,Christopher John Gill,Senior Independent Non-Executive Director,TGPT,investing
35366,Alasdair MacDonald,CEO & Executive Director,TGPT,investing
35367,Patrick Dardis,Chief Executive & Executive Director,YNGt,investing
35368,Julian Andrew Brown,Independent Non-Executive Chairman,TGPT,investing
35369,Diana Hunter,Non-Executive Director,DSM,investing
35370,Ian Ritchey,Non-Executive Director,TGPT,investing
35371,Stephen Rogers,Senior Independent Director,VP,investing
35372,Atul Gupta,Executive Chairman,NOGN,investing
35373,Stephen Goodyear,Non-Executive Chairman,YNGt,investing
35374,Robert William Lindsay Legget,Independent Non-Executive Director,DSM,investing
35375,Allison M. Bainbridge,"Group Finance Director, Secretary & Executive Director",VP,investing
35376,Kaat van Hecke,Independent Non-Executive Director,NOGN,investing
35377,Tracy Janice Read,Director of People & Executive Director,YNGt,investing
35378,Martin Robert Cocker,Independent Non-Executive Director,NOGN,investing
35379,Simon Dodd,COO & Executive Director,YNGt,investing
35380,Arfan Khan,CEO & Director,NOGN,investing
35381,Finlay Ferguson Williamson,Independent Non-Executive Director,STBS,investing
35382,Mike J. Owen,CFO & Executive Director,YNGt,investing
35383,Christopher Codrington,Senior Independent Director,NOGN,investing
35384,David Andrew McCreadie,CEO & Director,STBS,investing
35385,Robert Glyn Parker,CFO & Director,RBGP,investing
35386,David Kevin Mulligan,CFO & Executive Director,DXDX,investing
35387,Aisling Deirdre Maria Meany,Non-Executive Director,YNGt,investing
35388,Jeanne Neville-Rolfe,Independent Non-Executive Director,STBS,investing
35389,Nicola Foulston,Group CEO & Director,RBGP,investing
35390,Ian Gray,Independent Non-Executive Director,DXDX,investing
35391,Jocelin Montague St Harris,Senior Independent Non-Executive Director,UAVP,investing
35392,Paul Christopher Myers,Independent Non-Executive Director,STBS,investing
35393,Keith Hamill,Independent Non-Executive Chairman,RBGP,investing
35394,Ronald Charles Series,Executive Chairman,DXDX,investing
35395,Paul Harwood,Director of Unicorn Asset Management Limited,UAVP,investing
35396,Olusegun Lawson,"President, CEO & Director",THX,investing
35397,Michael Bruce Forsyth,Independent Non-Executive Chairman,STBS,investing
35398,Lloyd John-Charles Dunn,CEO & Executive Director,DXDX,investing
35399,David Lindon Wilkinson,Independent Non-Executive Director,RBGP,investing
35400,Jeremy John Hamer,Non Executive Independent Director,UAVP,investing
35401,Mark Reid,"CEO, Secretary & Director",SDX,investing
35402,Julian Fraser-Harvey Barnes,Independent Non-Executive Director,THX,investing
35403,Marianne Laing Hay Ismail,Independent Non-Executive Director,RBGP,investing
35404,David Russell Black,Independent Non-Executive Director,DXDX,investing
35405,Victoria Katharine Stewart,Independent Non-Executive Director,STBS,investing
35406,David John Woodhams Mitchell,Independent Non-Executive Director,SDX,investing
35407,Christopher James Colvin Hutchinson,Director of Unicorn Asset Management Limited,UAVP,investing
35408,Enrico Camerinelli,Independent Non-Executive Director,SYME,investing
35409,Paul Goodson,Independent Non-Executive Director,DXDX,investing
35410,Dorothy Ann Berresford,Senior Independent Director,STBS,investing
35411,Patricia Lewis,Independent Non-Executive Director,RBGP,investing
35412,Catherine Elizabeth Ann Stalker,Independent Non-Executive Director,SDX,investing
35413,Collin Ellison,Independent Non-Executive Director,THX,investing
35414,David Richard Bull,Non-Executive Director,SYME,investing
35415,Martin Anthony Clyburn,CFO & Executive Director,RFXR,investing
35416,Liad Y. Meidar,Non-Executive Director,DXDX,investing
35417,Nicholas James Box,"CFO, Group Financial Controller & Executive Director",SDX,investing
35418,Clive Robert Richardson,Independent Non Executive Chairman,HARL,investing
35419,Thomas Glyn James,Executive Director,SYME,investing
35420,Kayode Victor Aderinokun,Independent Non-Executive Director,THX,investing
35421,Maria Charlotta Ginman-Horrell,Non Executive Director,UAVP,investing
35422,Rachel Michelle Lawrence,CFO & Executive Director,STBS,investing
35423,Maurice James Malcolm Groat,Interim Chairman,HARL,investing
35424,Stephen John Smith,Independent & Non-Executive Director,RFXR,investing
35425,Jonathon Band,Non-Executive Director,HARL,investing
35426,Timothy James Thornton Linacre,Independent Non-Executive Director,SDX,investing
35427,Jonathan Band,Director,HARL,investing
35428,Adrian John Geoffrey Coates,Independent Non-Executive Chairman,THX,investing
35429,Charles Horrell,Director,UAVP,investing
35430,Peter Edward Kenyon,CEO & Executive Director,RFXR,investing
35431,Michael Edmond Doyle,Independent Non-Executive Chairman,SDX,investing
35432,John MacInnes Wood,Group CEO & Executive Director,HARL,investing
35433,Arun Suri Raman,Group CFO & Executive Director,HARL,investing
35434,Timothy D. Woodcock,Chairman,UAVP,investing
35435,Folorunso Dada Adeoye,Independent Non-Executive Director,THX,investing
35436,Andrew David Meehan,Independent Non-Executive Chairman,RFXR,investing
35437,Osam Iyahen,Independent Director,THX,investing
35438,Alex Nichiporchik,"Co-Founder, CEO & Executive Director",TBLD,investing
35439,Simon Edward Herrick,Independent & Non-Executive Director,RFXR,investing
35440,Antonio Jose Assenza,CFO & Executive Director,TBLD,investing
35441,Luke Burtis,"Co-Founder, COO & Executive Director",TBLD,investing
35442,Carlos Henrique Olifiers,Independent Non-Executive Chairman,TBLD,investing
35443,Nicolas Anton Van Dyk,Independent Non-Executive Director,TBLD,investing
35444,Raymond T. Stafford,Independent Non-Executive Chairman of the Board,AMYT,investing
35445,Neil James Catto,Independent Non-Executive Director,TBLD,investing
35446,George P. Hampton,Independent Non-Executive Director,AMYT,investing
35447,Louis Emmanuel Castro,Executive Chairman,OMI,investing
35448,Bradley George,CEO & Director,OMI,investing
35449,Nicholas Kurt von Schirnding,Independent Non-Executive Director,OMI,investing
35450,Thomas Peter Masney,Independent Non Executive Director,OMI,investing
35451,Alain H. Munoz,Independent Non-Executive Director,AMYT,investing
35452,Patrick V. J. J. Vink,Independent Non-Executive Director,AMYT,investing
35453,Michael Martin Brown,Independent Non-Executive Director,GEMD,investing
35454,David A. Giampaolo,Independent Non-Executive Director,ANIC,investing
35455,Stephen T. Wills,Independent Non-Executive Director,AMYT,investing
35456,Siro Donato Cicconi,CEO & Director,ZAIM,investing
35457,Audley William Twiston-Davies,Chairman,BRFI,investing
35458,Manthethe Maharasoa,Non-Executive Director,GEMD,investing
35459,Denham Hervey Newall Eke,Finance Director & Executive Director,ANIC,investing
35460,Anne Marie Cannon,Independent Non-Executive Director,STVG,investing
35461,Raj Kannan,Director,AMYT,investing
35462,Nicholas Andrew Pitts-Tucker,Director,BRFI,investing
35463,Paul James Auger,Non-Executive Director,ZAIM,investing
35464,Jeremy Joseph Scott Osler,"Co-Head of Corporate Finance, General Counsel & Executive Director",CNKS,investing
35465,Rosalind Nana Emela Kainyah,Independent Non-Executive Director,GEMD,investing
35466,Aki Mandhar,Non-Executive Director,STVG,investing
35467,Richard John Reed,Independent Chairman,ANIC,investing
35468,Donald K. Stern,Independent Non-Executive Director,AMYT,investing
35469,Lynn C. Ruddick,Director,BRFI,investing
